"","UsageClass","CheckoutType","MaterialType","CheckoutYear","CheckoutMonth","Checkouts","Title","ISBN","Creator","Subjects","Publisher","PublicationYear"
"102","Physical","Horizon","BOOK",2017,3,19,"Percy Jackson & the Olympians. Book three, The Titan's curse : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by Gregory Guilhaumond ; lettering by Chris Dickey.","","Riordan, Rick","Mythology Greek Comic books strips etc, Artemis Greek deity Comic books strips etc, Animals Mythical, Monsters Comic books strips etc, Titans Mythology v Comic books strips etc, Mythology Greek Juvenile fiction, Artemis Greek deity Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Titans Mythology Juvenile fiction, Cartoons and comics, Graphic novels","Disney/Hyperion Books,","2013"
"103","Physical","Horizon","BOOK",2017,2,14,"Percy Jackson's Greek heroes / Rick Riordan ; illustrated by Jon Rocco.","","Riordan, Rick","Mythology Greek Juvenile fiction, Gods Greek Juvenile fiction","Disney-Hyperion,","2015"
"104","Digital","OverDrive","AUDIOBOOK",2017,2,12,"The House of Hades: The Heroes of Olympus Series, Book 4 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2013"
"105","Digital","OverDrive","EBOOK",2017,2,11,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5","","Rick Riordan","Juvenile Fiction, Mythology","Disney Digital Books","2011"
"106","Digital","OverDrive","EBOOK",2017,2,16,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"107","Digital","OverDrive","AUDIOBOOK",2017,2,17,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Books on Tape","2006"
"108","Physical","Horizon","BOOK",2017,2,13,"The red pyramid / Rick Riordan.","","Riordan, Rick","Brothers and sisters Fiction, Seth Egyptian deity Juvenile fiction, Voyages and travels Juvenile fiction, Family secrets Juvenile fiction, Secret societies Juvenile fiction, Egypt Juvenile fiction","Disney/Hyperion Books,","2010"
"109","Physical","Horizon","BOOK",2017,2,23,"Percy Jackson & the Olympians. Book two, The sea of monsters : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; lettering by Chris Dickey.","","Riordan, Rick","Jackson Percy Fictitious character Comic books strips etc, Mythology Greek Comic books strips etc, Monsters Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Riordan Rick Sea of monsters Adaptations, Graphic novels","Disney-Hyperion Books,","2013"
"110","Physical","Horizon","BOOK",2017,3,10,"The red pyramid / Rick Riordan.","","Riordan, Rick","Brothers and sisters Fiction, Seth Egyptian deity Juvenile fiction, Voyages and travels Juvenile fiction, Family secrets Juvenile fiction, Secret societies Juvenile fiction, Egypt Juvenile fiction","Disney/Hyperion Books,","2010"
"111","Physical","Horizon","BOOK",2017,3,16,"The sea of monsters / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Camps Juvenile fiction, Friendship Fiction, Fathers and sons Juvenile fiction, Poseidon Greek deity Juvenile fiction, Hades Greek deity Juvenile fiction, Zeus Greek deity Juvenile fiction, Fantasy Fiction","Miramax Books/Hyperion Books for Children,","2006"
"112","Physical","Horizon","BOOK",2017,2,14,"The son of Neptune / Rick Riordan.","","Riordan, Rick","Gaia Greek deity Juvenile fiction, Hera Greek deity Juvenile fiction, Neptune Roman deity Juvenile fiction, Camps Juvenile fiction, Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Quests Expeditions Juvenile fiction, Fantasy Fiction","Disney/Hyperion Books,","2011"
"113","Physical","Horizon","BOOK",2017,2,23,"The mark of Athena / Rick Riordan.","","Riordan, Rick","Mythology Roman Juvenile fiction, Mythology Greek Juvenile fiction, Giants Juvenile fiction, Camps Juvenile fiction, Hera Greek deity Juvenile fiction, Gaia Greek deity Juvenile fiction","Disney-Hyperion Books,","2012"
"114","Physical","Horizon","BOOK",2017,2,41,"The hammer of Thor / Rick Riordan.","","Riordan, Rick","Fantasy Juvenile fiction, Mythology Norse Juvenile fiction, Homeless children Juvenile fiction, Quests Expeditions Juvenile fiction, Fantasy, Mythology Norse Fiction, Homeless children Fiction, Quests Expeditions Fiction","Disney-Hyperion,","2016"
"115","Physical","Horizon","BOOK",2017,2,36,"The sword of summer / Rick Riordan.","","Riordan, Rick","Chase Magnus Fictitious character Juvenile fiction, Mythology Norse Juvenile fiction, Homeless children Juvenile fiction, Quests Expeditions Juvenile fiction, Mythology Norse Fiction","Disney Hyperion,","2015"
"116","Physical","Horizon","BOOK",2017,3,28,"The blood of Olympus / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Gaia Greek deity Juvenile fiction, Mythology Greek Fiction, Mythology Roman Fiction, Gaia Greek deity Fiction, Fantasy, Fantasy fiction","Disney-Hyperion,","2014"
"117","Physical","Horizon","BOOK",2017,2,20,"Percy Jackson & the Olympians. Book three, The Titan's curse : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by Gregory Guilhaumond ; lettering by Chris Dickey.","","Riordan, Rick","Mythology Greek Comic books strips etc, Artemis Greek deity Comic books strips etc, Animals Mythical, Monsters Comic books strips etc, Titans Mythology v Comic books strips etc, Mythology Greek Juvenile fiction, Artemis Greek deity Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Titans Mythology Juvenile fiction, Cartoons and comics, Graphic novels","Disney/Hyperion Books,","2013"
"118","Physical","Horizon","BOOK",2017,3,16,"Percy Jackson & the Olympians. Book two, The sea of monsters : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; lettering by Chris Dickey.","","Riordan, Rick","Jackson Percy Fictitious character Comic books strips etc, Mythology Greek Comic books strips etc, Monsters Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Riordan Rick Sea of monsters Adaptations, Graphic novels","Disney-Hyperion Books,","2013"
"119","Physical","Horizon","BOOK",2017,4,39,"The hammer of Thor / Rick Riordan.","","Riordan, Rick","Fantasy Juvenile fiction, Mythology Norse Juvenile fiction, Homeless children Juvenile fiction, Quests Expeditions Juvenile fiction, Fantasy, Mythology Norse Fiction, Homeless children Fiction, Quests Expeditions Fiction","Disney-Hyperion,","2016"
"120","Physical","Horizon","BOOK",2017,4,31,"The lightning thief / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Fantasy Fiction","Hyperion Books for Children,","2005"
"121","Physical","Horizon","BOOK",2017,4,21,"Demigods & Magicians / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Mythology Egyptian Juvenile fiction, Magic Juvenile fiction, Monsters Juvenile fiction, Mythology Greek Fiction, Mythology Egyptian Fiction, Magic Fiction, Monsters Fiction, Short stories","Disney/Hyperion,","2016"
"122","Physical","Horizon","BOOK",2017,4,12,"The red pyramid / Rick Riordan.","","Riordan, Rick","Brothers and sisters Fiction, Seth Egyptian deity Juvenile fiction, Voyages and travels Juvenile fiction, Family secrets Juvenile fiction, Secret societies Juvenile fiction, Egypt Juvenile fiction","Disney/Hyperion Books,","2010"
"123","Digital","OverDrive","AUDIOBOOK",2017,4,18,"The Hammer of Thor: Magnus Chase and the Gods of Asgard Series, Book 2 (unabridged) (Unabridged)","","Rick Riordan","Mythology, Young Adult Fiction","Books on Tape","2016"
"124","Physical","Horizon","BOOK",2017,4,29,"The House of Hades / Rick Riordan.","","Riordan, Rick","Monsters Juvenile fiction, Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Prophecies Fiction, Fantasy Fiction","Disney/Hyperion Books,","2013"
"125","Digital","OverDrive","AUDIOBOOK",2017,4,12,"The Son of Neptune: The Heroes of Olympus Series, Book 2 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2011"
"126","Physical","Horizon","BOOK",2017,4,22,"The lost hero / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Camps Juvenile fiction, Hera Greek deity Juvenile fiction, Gaia Greek deity Juvenile fiction, Monsters Juvenile fiction","Disney/Hyperion Books,","2010"
"127","Digital","OverDrive","AUDIOBOOK",2017,4,22,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Books on Tape","2006"
"128","Digital","OverDrive","AUDIOBOOK",2017,4,21,"The Blood of Olympus: The Heroes of Olympus Series, Book 5 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2014"
"129","Physical","Horizon","BOOK",2017,4,22,"The mark of Athena / Rick Riordan.","","Riordan, Rick","Mythology Roman Juvenile fiction, Mythology Greek Juvenile fiction, Giants Juvenile fiction, Camps Juvenile fiction, Hera Greek deity Juvenile fiction, Gaia Greek deity Juvenile fiction","Disney-Hyperion Books,","2012"
"130","Physical","Horizon","BOOK",2017,4,26,"The hidden oracle / Rick Riordan.","","Riordan, Rick","Apollo Deity Fiction, Gods Greek Fiction, Mythology Greek Fiction, Apollo Deity Fiction, Gods Greek Fiction, Mythology Greek Fiction","Disney-Hyperion,","2016"
"131","Physical","Horizon","BOOK",2017,4,20,"The sea of monsters / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Camps Juvenile fiction, Friendship Fiction, Fathers and sons Juvenile fiction, Poseidon Greek deity Juvenile fiction, Hades Greek deity Juvenile fiction, Zeus Greek deity Juvenile fiction, Fantasy Fiction","Miramax Books/Hyperion Books for Children,","2006"
"132","Physical","Horizon","BOOK",2017,4,23,"The last Olympian / Rick Riordan.","","Riordan, Rick","Titans Mythology Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Mythology Greek Juvenile fiction","Disney/Hyperion Books,","2009"
"133","Physical","Horizon","BOOK",2017,4,15,"Percy Jackson & the Olympians. Book three, The Titan's curse : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by Gregory Guilhaumond ; lettering by Chris Dickey.","","Riordan, Rick","Mythology Greek Comic books strips etc, Artemis Greek deity Comic books strips etc, Animals Mythical, Monsters Comic books strips etc, Titans Mythology v Comic books strips etc, Mythology Greek Juvenile fiction, Artemis Greek deity Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Titans Mythology Juvenile fiction, Cartoons and comics, Graphic novels","Disney/Hyperion Books,","2013"
"134","Digital","OverDrive","EBOOK",2017,4,15,"The Lost Hero: The Heroes of Olympus Series, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"135","Digital","OverDrive","EBOOK",2017,4,11,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5","","Rick Riordan","Juvenile Fiction, Mythology","Disney Digital Books","2011"
"136","Physical","Horizon","BOOK",2017,4,20,"The son of Neptune / Rick Riordan.","","Riordan, Rick","Gaia Greek deity Juvenile fiction, Hera Greek deity Juvenile fiction, Neptune Roman deity Juvenile fiction, Camps Juvenile fiction, Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Quests Expeditions Juvenile fiction, Fantasy Fiction","Disney/Hyperion Books,","2011"
"137","Physical","Horizon","BOOK",2017,4,14,"The throne of fire / Rick Riordan.","","Riordan, Rick","Mythology Egyptian Juvenile fiction, Brothers and sisters Fiction, Voyages and travels Juvenile fiction, Adventure stories, Magic Fiction, Fantasy Fiction","Disney/Hyperion,","2011"
"138","Physical","Horizon","BOOK",2017,4,20,"Percy Jackson & the Olympians. Book two, The sea of monsters : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; lettering by Chris Dickey.","","Riordan, Rick","Jackson Percy Fictitious character Comic books strips etc, Mythology Greek Comic books strips etc, Monsters Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Riordan Rick Sea of monsters Adaptations, Graphic novels","Disney-Hyperion Books,","2013"
"139","Physical","Horizon","BOOK",2017,4,13,"Percy Jackson's Greek heroes / Rick Riordan ; illustrated by Jon Rocco.","","Riordan, Rick","Mythology Greek Juvenile fiction, Gods Greek Juvenile fiction","Disney-Hyperion,","2015"
"140","Digital","OverDrive","EBOOK",2017,4,10,"The Sword of Summer: Magnus Chase and the Gods of Asgard Series, Book 1","","Rick Riordan","Mythology, Young Adult Fiction, Young Adult Literature","Disney Digital Books","2016"
"141","Digital","OverDrive","AUDIOBOOK",2017,4,14,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2007"
"142","Digital","OverDrive","AUDIOBOOK",2017,4,11,"The Lost Hero: The Heroes of Olympus Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2010"
"143","Digital","OverDrive","EBOOK",2017,4,22,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
"144","Physical","Horizon","BOOK",2017,4,20,"Percy Jackson & the Olympians. Book one, The lightning thief : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by José Villarrubia ; layouts by Orpheus Collar ; lettering by Chris Dickey.","","Riordan, Rick","Mythology Greek Comic books strips etc, Camps Comic books strips etc, Friendship Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Hades Greek deity Comic books strips etc, Zeus Greek deity Comic books strips etc, Cartoons and comics, Graphic novels, Fantasy comic books strips etc","Disney/Hyperion Books,","2010"
"145","Physical","Horizon","BOOK",2017,4,29,"The blood of Olympus / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Mythology Roman Juvenile fiction, Gaia Greek deity Juvenile fiction, Mythology Greek Fiction, Mythology Roman Fiction, Gaia Greek deity Fiction, Fantasy, Fantasy fiction","Disney-Hyperion,","2014"
"146","Physical","Horizon","BOOK",2017,4,18,"The battle of the Labyrinth / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Labyrinths Juvenile fiction, Camps Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Titans Mythology Juvenile fiction","Hyperion Books for Children,","2008"
"147","Digital","OverDrive","EBOOK",2017,4,15,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Disney Digital Books","2011"
"148","Physical","Horizon","BOOK",2017,4,39,"The sword of summer / Rick Riordan.","","Riordan, Rick","Chase Magnus Fictitious character Juvenile fiction, Mythology Norse Juvenile fiction, Homeless children Juvenile fiction, Quests Expeditions Juvenile fiction, Mythology Norse Fiction","Disney Hyperion,","2015"
"149","Physical","Horizon","BOOK",2017,4,21,"The Titan's curse / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Artemis Greek deity Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Titans Mythology Juvenile fiction","Miramax Books / Hyperion Books for Children,","2007"
"150","Physical","Horizon","BOOK",2017,4,14,"The demigod files / Rick Riordan.","","Riordan, Rick","Mythology Greek Juvenile fiction, Monsters Juvenile fiction, Animals Mythical Juvenile fiction, Fantasy Fiction","Hyperion Books for Children,","2009"
"151","Digital","OverDrive","AUDIOBOOK",2017,4,14,"The House of Hades: The Heroes of Olympus Series, Book 4 (unabridged) (Unabridged)","","Rick Riordan","Fantasy, Mythology, Young Adult Fiction","Books on Tape","2013"
"152","Digital","OverDrive","EBOOK",2017,4,11,"The Hidden Oracle: Trials of Apollo, Book One","","Rick Riordan","Juvenile Fiction, Juvenile Literature, Mythology","Disney Digital Books","2016"
"153","Digital","OverDrive","AUDIOBOOK",2017,4,17,"The Hidden Oracle: Trials of Apollo Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Mythology, Young Adult Fiction","Books on Tape","2016"
"154","Physical","Horizon","BOOK",2017,4,14,"The serpent's shadow / Rick Riordan.","","Riordan, Rick","Snakes Fiction, Brothers and sisters Fiction, Magic Fiction, Mythology Egyptian Juvenile fiction, Adventure stories, Voyages and travels Juvenile fiction","Disney/Hyperion,","2012"
"155","Digital","OverDrive","AUDIOBOOK",2017,4,20,"The Sword of Summer: Magnus Chase and the Gods of Asgard Series, Book 1 (unabridged) (Unabridged)","","Rick Riordan","Juvenile Fiction, Mythology","Books on Tape","2015"
"156","Digital","OverDrive","EBOOK",2017,5,16,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1","","Rick Riordan","Fantasy, Juvenile Fiction, Mythology","Disney Digital Books","2011"
